OBS,DATE,TIME,ID,ACTION,M,F,SAM,JV
JC,11/04/2019,13:00:00,76Z,S,0,0,0,1
JC,11/04/2019,13:00:00,,NA,0,0,0,0
JC,11/04/2019,13:10:00,,NA,0,0,0,0
JC,11/04/2019,13:20:00,,NA,0,0,0,0
JC,11/04/2019,13:30:00,88T,S,0,1,0,0
JC,11/04/2019,13:40:01,7A2,T,0,0,0,0
JC,11/04/2019,13:50:00,3R8,R,0,0,0,1
JC,11/04/2019,14:00:00,4L9,S,0,1,0,0
JC,11/04/2019,14:00:00,3M9,R,0,1,0,0
SE,11/04/2019,07:40:00,4U9,S,0,0,1,0
SE,11/04/2019,07:50:00,,NA,0,0,0,0
SE,11/04/2019,08:00:00,1R8,R,0,0,0,0
SE,11/04/2019,08:10:00,8O5,R,0,0,0,0
SE,11/04/2019,08:20:00,8O5,R,0,0,0,0
SE,11/04/2019,08:30:00,81O,R,0,0,0,1
SE,11/04/2019,08:40:00,9F9,T,0,0,0,0
SE,11/04/2019,08:50:00,8K1,R,0,0,0,0
SE,11/04/2019,09:00:00,77I,T,0,0,0,0
SE,11/04/2019,09:00:00,04T,R,0,0,0,0
SE,11/04/2019,09:10:00,0I9,R,0,0,0,0
SE,11/04/2019,09:10:00,,NA,0,0,0,0
SE,11/04/2019,09:20:00,9EE3,CF,0,0,0,0
SE,11/04/2019,09:20:00,19T,CF,0,0,0,0
SE,11/04/2019,09:20:00,4G8,CF,0,0,0,0
SE,11/04/2019,09:20:00,8J3,CF,0,0,0,0
SE,11/04/2019,09:20:00,07D,CF,0,0,0,0
SE,11/04/2019,09:20:00,,NA,0,0,0,0
SE,11/04/2019,09:30:00,4U6,NA,0,0,0,0
SE,11/04/2019,09:30:00,5K8,T,0,0,0,0
SE,11/04/2019,09:30:00,33T,T,0,0,0,0
SE,11/04/2019,09:30:00,3I6,CF,0,0,0,0
SE,11/04/2019,09:30:00,4G8,CF,0,0,0,0
SE,11/04/2019,09:30:00,4U0,CF,0,0,0,0
SE,11/04/2019,09:40:00,5W6,CF,0,0,0,0
SE,11/04/2019,09:40:00,1EE5,CF,0,0,0,0
SE,11/04/2019,09:40:00,2K6,CF,0,0,0,0
SE,11/04/2019,09:40:00,8J3,CF,0,0,0,0
SE,11/04/2019,09:40:00,7K4,CF,0,0,0,0
SE,11/04/2019,09:40:00,8O5,CF,0,0,0,0
SE,11/04/2019,09:50:00,4U9,T,0,0,0,0
SE,11/04/2019,09:50:00,8R6,CF,0,0,0,0
SE,11/04/2019,10:00:00,6W7,F,0,0,0,0
SE,11/04/2019,10:10:00,,NA,0,0,0,0
SE,11/04/2019,10:20:00,8R6,F,0,0,0,0
SE,11/04/2019,10:30:00,4U6,F,0,0,0,0
SE,11/04/2019,10:40:00,2D0,T,0,0,0,0
SE,11/04/2019,10:40:00,19T,F,0,0,0,0
SE,11/04/2019,10:50:00,6P9,T,0,0,0,0
SE,11/04/2019,11:00:00,3P6,F,0,0,0,0
SE,11/04/2019,11:00:00,4R8,F,0,0,0,0
SE,11/04/2019,11:00:00,,NA,0,0,0,0
SE,11/04/2019,12:30:00,4U0,F,0,0,0,0
SE,11/04/2019,12:40:00,,NA,0,0,0,0
SE,11/04/2019,12:50:00,,NA,0,0,0,0
SE,11/04/2019,13:00:00,9F9,S,1,0,0,0
SE,11/04/2019,13:10:00,8R6,R,0,1,0,0
SE,11/04/2019,13:20:00,8R6,S,1,0,0,0
SE,11/04/2019,13:30:00,0H8,F,0,0,0,0
SE,11/04/2019,13:40:00,1S4,S,0,0,1,0
SE,11/04/2019,13:50:00,,NA,0,0,0,0
SE,11/04/2019,14:00:00,,NA,0,0,0,0
JC,12/04/2019,07:30:00,30L,R,0,0,0,0
JC,12/04/2019,07:40:00,,NA,0,0,0,0
JC,12/04/2019,07:50:00,97V,T,0,0,0,0
JC,12/04/2019,08:00:00,4L9,T,0,0,0,0
JC,12/04/2019,08:10:00,25L,CF,0,0,0,0
JC,12/04/2019,08:10:00,1M1,CF,0,0,0,0
JC,12/04/2019,08:20:00,9N9,CF,0,0,0,0
JC,12/04/2019,08:20:00,88T,CF,0,0,0,2
JC,12/04/2019,08:20:00,3I3,CF,0,2,0,2
JC,12/04/2019,08:30:00,5K5,T,0,0,0,0
JC,12/04/2019,08:40:00,6H9,T,0,0,0,0
JC,12/04/2019,08:40:00,9C8,CF,0,0,0,0
JC,12/04/2019,08:50:01,4T5,T,0,0,0,0
JC,12/04/2019,09:00:00,5EE1,CF,0,0,0,0
JC,12/04/2019,09:10:00,6V1,F,0,0,0,0
JC,12/04/2019,09:20:00,5P8,R,0,0,0,0
JC,12/04/2019,09:30:00,5P8,CF,0,0,0,0
JC,12/04/2019,09:30:00,7G9,CF,0,0,0,0
JC,12/04/2019,09:40:00,2Q9,CF,0,0,0,0
JC,12/04/2019,09:40:00,,NA,0,0,0,0
JC,12/04/2019,09:50:00,5L1,S,0,1,0,0
JC,12/04/2019,10:00:00,30Z,R,1,0,0,0
JC,12/04/2019,10:10:00,30Z,R,1,0,0,0
JC,12/04/2019,10:20:04,,NA,0,0,0,0
JC,12/04/2019,10:30:00,7D2,NA,0,0,0,0
JC,12/04/2019,10:40:00,8D6,R,0,0,0,0
JC,12/04/2019,10:40:00,,NA,0,0,0,0
JC,12/04/2019,10:50:00,5EE1,R,0,0,0,0
JC,12/04/2019,10:50:00,7D2,T,0,0,0,0
JC,12/04/2019,11:00:00,5G2,S,0,0,0,1
SE,12/04/2019,07:30:00,2N2,R,0,0,0,0
SE,12/04/2019,07:40:00,1F2,R,0,0,0,0
SE,12/04/2019,07:50:00,6W3,T,0,0,0,0
SE,12/04/2019,08:00:00,9V0,T,0,0,0,0
SE,12/04/2019,08:10:00,5P4,S,1,0,0,0
SE,12/04/2019,08:20:00,32Z,R,0,0,0,0
SE,12/04/2019,08:30:00,0I9,T,0,0,0,0
SE,12/04/2019,08:30:00,5B0,CF,0,0,0,0
SE,12/04/2019,08:40:00,8R6,T,0,0,0,0
SE,12/04/2019,08:40:00,07D,CF,0,0,0,0
SE,12/04/2019,08:50:00,77I,CF,0,0,0,0
SE,12/04/2019,08:50:00,1F2,CF,0,0,0,0
SE,12/04/2019,08:50:00,,NA,0,0,0,0
SE,12/04/2019,09:00:00,1B1,CF,0,0,0,0
SE,12/04/2019,09:00:00,77I,CF,0,0,0,0
SE,12/04/2019,09:00:00,3U3,CF,0,0,0,0
SE,12/04/2019,09:10:00,,NA,0,0,0,0
SE,12/04/2019,09:20:00,8U5,R,0,0,0,0
SE,12/04/2019,09:30:00,,NA,0,0,0,0
SE,12/04/2019,09:40:00,6U2,R,0,0,0,0
SE,12/04/2019,09:50:00,5U2,F,0,0,0,0
SE,12/04/2019,10:00:00,7P0,T,0,0,0,0
SE,12/04/2019,10:10:00,7V9,S,0,0,1,0
SE,12/04/2019,10:20:00,61R,T,0,0,0,0
SE,12/04/2019,10:30:00,6P9,S,0,0,1,0
SE,12/04/2019,10:40:00,,NA,0,0,0,0
SE,12/04/2019,10:50:00,4U0,R,0,0,0,0
SE,12/04/2019,11:00:00,2N2,R,0,0,0,0
JC,15/04/2019,07:40:00,,NA,0,0,0,0
JC,15/04/2019,07:50:00,3I3,S,0,1,0,0
JC,15/04/2019,08:00:08,9C8,CF,0,0,0,0
JC,15/04/2019,08:10:00,4U2,T,0,0,0,0
JC,15/04/2019,08:10:00,,NA,0,0,0,0
JC,15/04/2019,08:20:13,96Z,CF,0,0,0,0
JC,15/04/2019,08:30:00,7D2,CF,0,1,0,0
JC,15/04/2019,08:30:00,4T5,T,0,0,0,0
JC,15/04/2019,08:40:00,5B2,CF,0,0,0,0
JC,15/04/2019,08:40:00,,NA,0,0,0,0
JC,15/04/2019,08:50:00,25L,CF,0,0,0,0
JC,15/04/2019,09:00:00,3L7,CF,0,0,0,0
JC,15/04/2019,09:00:00,7D2,CF,1,0,0,0
JC,15/04/2019,09:10:00,9N9,CF,0,0,0,0
JC,15/04/2019,09:10:00,5L1,CF,0,0,0,0
JC,15/04/2019,09:20:31,,NA,0,0,0,0
JC,15/04/2019,09:30:00,3I3,R,0,0,0,0
JC,15/04/2019,09:40:00,5D1,R,0,0,0,0
JC,15/04/2019,09:40:00,7G9,CF,0,0,0,0
JC,15/04/2019,09:50:00,2M3,T,0,0,0,0
JC,15/04/2019,10:00:00,3K4,CF,0,0,0,0
JC,15/04/2019,10:10:00,2Q9,R,0,0,0,0
JC,15/04/2019,10:20:00,3K4,S,1,0,0,0
JC,15/04/2019,10:30:00,3M9,R,0,0,0,0
JC,15/04/2019,10:40:00,2N1,S,0,1,0,1
JC,15/04/2019,10:40:00,,NA,0,0,0,0
JC,15/04/2019,10:50:00,2Q9,R,0,1,0,1
JC,15/04/2019,10:50:00,97V,T,0,0,0,0
JC,15/04/2019,11:00:00,,NA,0,0,0,0
JC,15/04/2019,12:30:00,1Q0,R,1,0,0,0
JC,15/04/2019,12:40:00,1Q0,S,1,0,0,0
JC,15/04/2019,12:50:00,3L7,S,0,0,0,1
JC,15/04/2019,13:00:00,5G2,S,0,0,0,1
JC,15/04/2019,13:10:00,4N3,S,1,0,0,0
JC,15/04/2019,13:20:00,4N3,S,1,0,0,0
JC,15/04/2019,13:20:00,4T5,T,0,0,0,0
JC,15/04/2019,13:30:00,4S4,T,0,0,0,0
JC,15/04/2019,13:40:00,3R8,S,0,0,1,2
JC,15/04/2019,13:40:00,4S4,R,1,0,0,0
JC,15/04/2019,13:50:02,4N3,F,0,0,0,0
JC,15/04/2019,14:00:00,,NA,0,0,0,0
SE,15/04/2019,07:40:00,8V7,R,1,0,0,0
SE,15/04/2019,07:50:00,6R3,R,0,0,0,0
SE,15/04/2019,08:00:00,9V0,S,0,0,1,0
SE,15/04/2019,08:00:00,04T,R,0,0,0,0
SE,15/04/2019,08:10:00,1B1,CF,0,0,0,0
SE,15/04/2019,08:10:00,1U9,CF,0,0,0,0
SE,15/04/2019,08:20:00,0M1,CF,0,0,0,0
SE,15/04/2019,08:20:00,8A7,CF,0,0,0,0
SE,15/04/2019,08:20:00,6W7,CF,0,0,0,0
SE,15/04/2019,08:30:00,8R6,CF,0,0,0,0
SE,15/04/2019,08:30:00,61R,T,0,0,0,0
SE,15/04/2019,08:30:00,6I9,CF,0,0,0,0
SE,15/04/2019,08:40:00,6W0,CF,1,0,0,1
SE,15/04/2019,08:40:00,3U1,CF,0,0,0,0
SE,15/04/2019,08:40:00,7K4,CF,0,0,0,0
SE,15/04/2019,08:50:00,6B8,T,0,0,0,0
SE,15/04/2019,08:50:00,,NA,0,0,0,0
SE,15/04/2019,09:00:00,,NA,0,0,0,0
SE,15/04/2019,09:10:00,9R6,F,0,0,0,0
SE,15/04/2019,09:20:00,6B8,F,0,0,0,0
SE,15/04/2019,09:20:00,0C7,F,0,0,0,0
SE,15/04/2019,09:30:00,61R,T,0,0,0,0
SE,15/04/2019,09:30:00,3U3,NA,0,0,0,0
SE,15/04/2019,09:40:00,,NA,0,0,0,0
SE,15/04/2019,09:50:00,5U3,R,0,0,0,0
SE,15/04/2019,10:00:00,3U7,F,0,0,0,0
SE,15/04/2019,10:10:00,04T,F,0,0,0,0
SE,15/04/2019,10:20:00,4EE2,S,0,0,1,0
SE,15/04/2019,10:30:00,5B0,R,0,0,0,0
SE,15/04/2019,10:40:00,,NA,0,0,0,0
SE,15/04/2019,10:50:00,,NA,0,0,0,0
SE,15/04/2019,11:00:00,8V9,R,0,0,0,0
SE,15/04/2019,11:00:00,2N0,R,0,0,0,0
SE,15/04/2019,12:30:00,,NA,0,0,0,0
SE,15/04/2019,12:40:00,6K5,S,1,0,0,0
SE,15/04/2019,12:50:00,04T,R,0,0,0,0
SE,15/04/2019,13:00:00,1B1,R,0,1,0,0
SE,15/04/2019,13:10:00,8A7,R,0,0,0,0
SE,15/04/2019,13:20:00,6B8,F,0,0,0,0
SE,15/04/2019,13:30:00,4K7,R,0,0,0,0
SE,15/04/2019,13:40:00,,NA,0,0,0,0
SE,15/04/2019,13:50:00,8V9,R,0,0,0,0
SE,15/04/2019,13:50:00,,NA,0,0,0,0
SE,15/04/2019,14:00:00,,NA,0,0,0,0
JC,16/04/2019,07:40:00,5EE1,R,0,0,0,0
JC,16/04/2019,07:50:00,88T,T,0,0,0,0
JC,16/04/2019,08:00:00,7H9,CF,0,1,0,0
JC,16/04/2019,08:00:00,,NA,0,0,0,0
JC,16/04/2019,08:10:00,4I8,T,0,0,0,0
JC,16/04/2019,08:10:00,5D1,CF,0,0,0,0
JC,16/04/2019,08:20:00,25L,CF,0,0,0,0
JC,16/04/2019,08:20:00,96Z,CF,0,0,0,0
JC,16/04/2019,08:30:00,7S3,NA,0,0,0,0
JC,16/04/2019,08:30:00,3P5,CF,0,0,0,0
JC,16/04/2019,08:40:00,3R8,CF,0,0,0,0
JC,16/04/2019,08:40:00,4T5,R,0,0,0,0
JC,16/04/2019,08:50:00,97V,CF,0,0,0,0
JC,16/04/2019,09:00:00,6H9,CF,0,0,0,1
JC,16/04/2019,09:10:13,76Z,R,0,0,0,0
JC,16/04/2019,09:20:00,5EE1,R,0,0,0,0
JC,16/04/2019,09:30:00,4N3,R,0,0,0,0
JC,16/04/2019,09:40:09,96Z,R,0,0,0,0
JC,16/04/2019,09:50:00,5K5,F,0,0,0,0
JC,16/04/2019,10:00:00,8D6,T,0,0,0,0
JC,16/04/2019,10:10:00,3R8,F,0,0,0,0
JC,16/04/2019,10:20:00,9N9,CF,0,0,0,0
JC,16/04/2019,10:20:00,6V1,F,0,0,0,0
JC,16/04/2019,10:30:15,5L1,T,0,0,0,0
JC,16/04/2019,10:40:00,6H9,T,0,1,0,0
JC,16/04/2019,10:50:00,4P8,R,0,0,0,0
JC,16/04/2019,10:50:00,9O9,S,0,0,0,1
JC,16/04/2019,11:00:00,5L1,R,1,0,0,0
JC,16/04/2019,11:00:00,2M3,R,0,0,0,0
JC,16/04/2019,12:20:00,5K5,R,0,0,0,1
JC,16/04/2019,12:30:00,5K5,S,0,0,0,1
JC,16/04/2019,12:40:00,,NA,0,0,0,0
JC,16/04/2019,12:50:00,5B2,S,0,0,0,1
JC,16/04/2019,13:00:00,7G9,R,0,0,0,0
JC,16/04/2019,13:10:00,3L7,S,2,0,0,0
JC,16/04/2019,13:20:00,7J0,R,1,0,0,0
JC,16/04/2019,13:30:00,5L1,R,0,0,0,0
JC,16/04/2019,13:40:00,,NA,0,0,0,0
JC,16/04/2019,13:50:00,97V,T,0,0,0,0
JC,16/04/2019,14:00:00,,NA,0,0,0,0
SE,16/04/2019,07:30:00,8C3,R,0,0,0,0
SE,16/04/2019,07:40:00,,NA,0,0,0,0
SE,16/04/2019,07:50:00,6R3,T,0,0,0,0
SE,16/04/2019,08:00:00,2N8,S,0,1,0,0
SE,16/04/2019,08:10:00,0P9,R,0,0,1,0
SE,16/04/2019,08:20:00,3P6,R,1,0,0,0
SE,16/04/2019,08:30:00,2N0,R,0,0,0,0
SE,16/04/2019,08:30:00,5P4,R,0,0,0,0
SE,16/04/2019,08:40:00,1B1,CF,0,0,0,0
SE,16/04/2019,08:50:00,3I6,F,0,0,0,0
SE,16/04/2019,09:00:00,12O,R,0,0,0,0
SE,16/04/2019,09:10:00,0J4,F,0,0,0,0
SE,16/04/2019,09:20:00,,NA,0,0,0,0
SE,16/04/2019,09:30:00,81O,T,0,0,0,0
SE,16/04/2019,09:30:00,,NA,0,0,0,0
SE,16/04/2019,09:40:00,,NA,0,0,0,0
SE,16/04/2019,09:50:00,1U9,R,0,0,0,0
SE,16/04/2019,10:00:00,3U3,R,0,0,0,0
SE,16/04/2019,10:10:00,6B8,T,0,0,0,0
SE,16/04/2019,10:10:00,,NA,0,0,0,0
SE,16/04/2019,10:20:00,61R,T,0,0,0,0
SE,16/04/2019,10:20:00,8J3,S,0,1,0,0
SE,16/04/2019,10:30:00,4G8,R,0,0,0,0
SE,16/04/2019,10:30:00,6W3,R,0,0,0,0
SE,16/04/2019,10:40:00,6P9,R,0,0,0,0
SE,16/04/2019,10:40:00,3P3,R,0,0,0,0
SE,16/04/2019,10:50:00,4U0,S,0,0,0,0
SE,16/04/2019,10:50:00,7S9,R,0,0,0,0
SE,16/04/2019,10:50:00,1U7,NA,0,0,0,0
SE,16/04/2019,11:00:00,3M2,S,0,0,1,0
SE,16/04/2019,12:30:00,8C3,S,2,0,0,0
SE,16/04/2019,12:40:00,04T,S,0,1,0,1
SE,16/04/2019,12:40:00,4K7,S,0,1,0,0
SE,16/04/2019,12:50:00,8V7,R,0,0,1,0
SE,16/04/2019,13:00:00,5B0,R,0,0,0,0
SE,16/04/2019,13:10:00,,NA,0,0,0,0
SE,16/04/2019,13:20:00,7G1,R,0,0,0,0
SE,16/04/2019,13:30:00,,NA,0,0,0,0
SE,16/04/2019,13:40:00,6U2,S,0,0,1,0
SE,16/04/2019,13:50:00,0C7,T,0,0,0,0
SE,16/04/2019,14:00:00,2D0,R,0,0,0,0
SE,16/04/2019,14:00:00,,NA,0,0,0,0
JC,17/04/2019,07:30:00,76Z,R,0,0,0,0
JC,17/04/2019,07:40:00,88T,S,0,1,0,0
JC,17/04/2019,07:50:00,9N9,F,0,0,0,0
JC,17/04/2019,08:00:00,6T4,R,0,0,0,0
JC,17/04/2019,08:10:00,3K4,R,0,0,0,0
JC,17/04/2019,08:10:00,7H9,R,0,0,0,0
JC,17/04/2019,08:20:00,3K4,CF,0,0,0,0
JC,17/04/2019,08:30:00,5P8,R,0,0,0,0
JC,17/04/2019,08:40:00,7H9,CF,0,0,0,0
JC,17/04/2019,08:50:00,5S8,CF,0,0,0,0
JC,17/04/2019,08:50:00,97V,CF,0,0,0,0
JC,17/04/2019,09:00:00,6V1,CF,0,0,0,0
JC,17/04/2019,09:10:08,8R0,R,0,0,0,0
JC,17/04/2019,09:20:00,2N1,R,0,0,0,0
JC,17/04/2019,09:20:00,4T5,T,0,0,0,0
JC,17/04/2019,09:30:00,7G9,CF,0,0,0,0
JC,17/04/2019,09:40:00,4N3,F,0,0,0,0
JC,17/04/2019,09:50:00,,NA,0,0,0,0
JC,17/04/2019,09:00:00,,NA,0,0,0,0
JC,17/04/2019,10:10:06,5B2,R,0,0,0,1
JC,17/04/2019,10:20:00,2N1,R,0,0,0,0
JC,17/04/2019,10:30:00,2N1,NA,0,0,0,0
JC,17/04/2019,10:40:00,5K5,R,0,0,0,0
JC,17/04/2019,10:50:00,,NA,0,0,0,0
JC,17/04/2019,12:30:00,8S8,S,0,0,1,0
JC,17/04/2019,12:40:00,,NA,0,0,0,0
JC,17/04/2019,12:50:00,30Z,S,1,0,0,0
JC,17/04/2019,13:00:00,8R0,R,0,0,0,0
JC,17/04/2019,13:10:00,25L,R,0,0,0,0
JC,17/04/2019,13:20:00,97V,T,0,0,0,0
JC,17/04/2019,13:30:00,,NA,0,0,0,0
JC,17/04/2019,13:40:00,88T,R,0,0,0,1
SE,17/04/2019,07:30:00,8R6,T,0,0,0,0
SE,17/04/2019,07:40:00,2N2,R,1,0,0,0
SE,17/04/2019,07:40:00,3I9,R,0,0,0,0
SE,17/04/2019,07:50:00,8A7,R,0,0,0,0
SE,17/04/2019,07:50:00,8V6,R,0,0,0,0
SE,17/04/2019,07:50:00,3I9,R,0,0,0,0
SE,17/04/2019,08:00:00,4EE2,R,0,0,0,0
SE,17/04/2019,08:00:00,7G1,R,0,0,0,0
SE,17/04/2019,08:10:00,8R6,T,0,0,0,0
SE,17/04/2019,08:20:00,7V9,R,0,0,0,0
SE,17/04/2019,08:30:00,7V9,F,0,0,0,0
SE,17/04/2019,08:40:00,36V,T,0,0,0,0
SE,17/04/2019,08:50:00,9K9,T,0,0,0,0
SE,17/04/2019,08:50:00,8C3,R,0,0,0,0
SE,17/04/2019,09:00:00,4U6,CF,0,0,0,0
SE,17/04/2019,09:00:00,7K4,CF,0,0,0,0
SE,17/04/2019,09:10:00,2N0,CF,0,0,0,0
SE,17/04/2019,09:10:00,5U2,CF,0,0,0,0
SE,17/04/2019,09:20:00,7K4,T,0,0,0,0
SE,17/04/2019,09:30:00,8M1,CF,0,0,0,0
SE,17/04/2019,09:30:00,84EE,CF,0,0,0,0
SE,17/04/2019,09:30:00,1F2,CF,0,0,0,0
SE,17/04/2019,09:40:00,3U1,CF,0,0,0,0
SE,17/04/2019,09:40:00,3M2,CF,0,0,0,0
SE,17/04/2019,09:40:00,0M1,CF,0,0,0,0
SE,17/04/2019,09:50:00,3L1,F,0,0,0,0
SE,17/04/2019,09:50:00,,NA,0,0,0,0
SE,17/04/2019,10:00:00,36V,F,0,0,0,0
SE,17/04/2019,10:10:00,1B1,T,0,0,0,0
SE,17/04/2019,10:20:00,8V2,F,0,0,0,0
SE,17/04/2019,10:30:00,7P0,T,0,0,0,0
SE,17/04/2019,10:40:00,8K9,F,0,0,0,0
SE,17/04/2019,10:40:00,07D,T,0,0,0,0
SE,17/04/2019,10:50:00,81O,R,0,0,0,0
SE,17/04/2019,11:00:00,4U0,F,0,0,0,0
SE,17/04/2019,11:00:00,2N2,F,0,0,0,0
JC,18/04/2019,07:30:01,30Z,R,0,0,0,0
JC,18/04/2019,07:40:00,,NA,0,0,0,0
JC,18/04/2019,07:50:00,1Q0,R,0,0,0,0
JC,18/04/2019,08:00:03,2Q9,T,0,0,0,0
JC,18/04/2019,08:10:00,5D1,T,0,0,0,0
JC,18/04/2019,08:20:00,5K5,T,0,0,0,0
JC,18/04/2019,08:20:00,97V,CF,0,0,0,0
JC,18/04/2019,08:20:00,5D1,CF,0,0,0,0
JC,18/04/2019,08:30:00,96Z,CF,0,0,0,0
JC,18/04/2019,08:40:09,96Z,R,0,0,0,0
JC,18/04/2019,08:50:00,6P3,T,0,0,0,0
JC,18/04/2019,09:00:00,4S4,R,0,0,0,0
JC,18/04/2019,09:10:00,5D1,CF,0,0,0,0
JC,18/04/2019,09:10:00,1M1,CF,1,0,0,0
JC,18/04/2019,09:20:00,8D6,F,0,0,0,0
JC,18/04/2019,09:30:00,30Z,F,0,0,0,0
JC,18/04/2019,09:40:10,3K4,CF,0,0,0,0
JC,18/04/2019,09:50:00,4S4,CF,0,0,0,0
JC,18/04/2019,10:00:00,,NA,0,0,0,0
JC,18/04/2019,10:10:18,5G2,CF,0,0,0,0
JC,18/04/2019,10:20:00,4I8,R,0,0,0,0
JC,18/04/2019,10:30:00,5G2,R,0,0,0,0
JC,18/04/2019,10:30:00,8S8,R,0,0,0,0
JC,18/04/2019,10:40:00,7G9,S,1,0,0,0
JC,18/04/2019,10:40:00,5S5,R,0,0,0,1
JC,18/04/2019,10:50:01,4T0,S,0,0,1,0
JC,18/04/2019,11:00:00,,NA,0,0,0,0
JC,18/04/2019,12:20:00,3L7,R,0,0,0,0
JC,18/04/2019,12:30:00,44T,S,1,0,0,0
JC,18/04/2019,12:40:00,44T,S,1,0,0,0
JC,18/04/2019,12:50:00,44T,S,1,0,0,0
JC,18/04/2019,13:00:00,5K5,R,0,0,0,0
JC,18/04/2019,13:10:17,6V1,R,0,1,0,0
JC,18/04/2019,13:20:00,5P8,R,0,0,0,0
JC,18/04/2019,13:30:00,4T0,S,0,0,1,0
JC,18/04/2019,13:40:00,6P3,R,1,0,0,0
JC,18/04/2019,13:40:00,,NA,0,0,0,0
JC,18/04/2019,13:50:00,2N1,S,0,1,0,1
SE,18/04/2019,07:30:00,0G8,R,0,0,0,0
SE,18/04/2019,07:40:00,0I9,R,0,0,0,0
SE,18/04/2019,07:40:00,,NA,0,0,0,0
SE,18/04/2019,07:50:00,07D,T,0,0,0,0
SE,18/04/2019,08:00:00,3P3,T,0,0,0,0
SE,18/04/2019,08:00:00,,NA,0,0,0,0
SE,18/04/2019,08:10:00,5K8,R,0,0,0,0
SE,18/04/2019,08:20:00,6P9,R,0,0,0,0
SE,18/04/2019,08:30:00,1R8,R,0,0,0,0
SE,18/04/2019,08:40:00,4U0,R,0,0,0,0
SE,18/04/2019,08:50:00,5W6,CF,0,0,0,0
SE,18/04/2019,08:50:00,6R3,T,0,0,0,0
SE,18/04/2019,08:50:00,7S9,CF,0,0,0,0
SE,18/04/2019,09:00:00,33T,CF,0,1,0,2
SE,18/04/2019,09:00:00,19T,CF,0,0,0,0
SE,18/04/2019,09:10:00,3M2,CF,0,0,0,0
SE,18/04/2019,09:10:00,5K8,CF,0,0,0,0
SE,18/04/2019,09:10:00,5U3,CF,0,0,0,0
SE,18/04/2019,09:20:00,0J4,R,0,0,0,0
SE,18/04/2019,09:30:00,8A7,R,0,0,0,0
SE,18/04/2019,09:40:00,8K9,R,0,0,0,0
SE,18/04/2019,09:50:00,7G1,R,0,0,0,0
SE,18/04/2019,10:00:00,7P0,CF,0,0,0,0
SE,18/04/2019,10:00:00,3P3,CF,0,0,0,0
SE,18/04/2019,10:00:00,36V,CF,0,0,0,0
SE,18/04/2019,10:00:00,,NA,0,0,0,0
SE,18/04/2019,10:10:00,2N8,R,0,0,0,0
SE,18/04/2019,10:20:00,7G1,R,0,0,0,0
SE,18/04/2019,10:30:00,5B0,R,0,0,0,0
SE,18/04/2019,10:40:00,,NA,0,0,0,0
SE,18/04/2019,10:50:00,7G1,R,0,0,0,0
SE,18/04/2019,11:00:00,7K4,T,0,0,0,0
SE,18/04/2019,12:20:00,6R3,T,0,0,0,0
SE,18/04/2019,12:30:00,4U6,S,0,0,1,0
SE,18/04/2019,12:40:00,3P3,R,0,0,0,0
SE,18/04/2019,12:50:00,3U6,F,0,0,1,0
SE,18/04/2019,13:00:00,36V,F,0,0,0,0
SE,18/04/2019,13:10:00,8V2,R,0,0,0,0
SE,18/04/2019,13:20:00,8A7,R,1,0,0,0
SE,18/04/2019,13:30:00,1B1,S,0,1,0,0
SE,18/04/2019,13:40:00,3P3,S,0,0,0,1
SE,18/04/2019,13:50:00,2N2,R,1,0,0,0
SE,18/04/2019,13:50:00,,NA,0,0,0,0
SE,23/04/2019,07:30:00,5U6,R,0,0,0,0
SE,23/04/2019,07:30:00,04I,R,0,0,0,0
SE,23/04/2019,07:30:00,,NA,0,0,0,0
SE,23/04/2019,07:40:00,5W6,S,0,0,1,0
SE,23/04/2019,07:50:00,12O,R,0,0,0,0
SE,23/04/2019,07:50:00,4EE2,R,0,2,0,1
SE,23/04/2019,08:00:00,8J3,R,0,0,0,0
SE,23/04/2019,08:10:00,5W6,T,0,0,No Value,0
SE,23/04/2019,08:20:00,2N2,CF,0,0,0,0
SE,23/04/2019,08:30:00,,NA,0,0,0,0
SE,23/04/2019,08:40:00,96B,R,0,0,0,0
SE,23/04/2019,08:50:00,4G8,F,0,0,0,0
SE,23/04/2019,09:00:00,3I9,R,0,0,0,0
SE,23/04/2019,09:10:00,3M2,T,0,0,0,0
SE,23/04/2019,09:20:00,3U3,R,0,0,0,0
SE,23/04/2019,09:30:00,3I6,R,0,0,0,0
SE,23/04/2019,09:40:00,3I9,T,0,0,0,0
SE,23/04/2019,09:50:00,,NA,0,0,0,0
SE,23/04/2019,10:00:00,12O,R,0,0,0,1
SE,23/04/2019,10:10:00,,NA,0,0,0,0
SE,23/04/2019,10:20:00,33T,S,0,1,0,0
SE,23/04/2019,10:30:00,7K4,R,0,0,0,0
SE,23/04/2019,10:30:00,8V2,R,0,0,0,0
SE,23/04/2019,10:30:00,3I9,R,0,0,0,0
SE,23/04/2019,10:40:00,6R3,S,0,0,1,0
SE,23/04/2019,10:50:00,9R6,T,0,0,0,0
SE,23/04/2019,10:50:00,4U9,F,0,0,0,0
SE,23/04/2019,11:00:00,8V8,R,0,0,0,0
SE,23/04/2019,11:00:00,8U5,F,0,0,0,0
SE,23/04/2019,12:30:00,,NA,0,0,0,0
SE,23/04/2019,12:40:00,5J7,R,0,0,0,0
SE,23/04/2019,12:50:00,7K4,R,0,0,0,0
